domain,total_domain_protein_count,groups,group_count,average_domain_protein_count_per_group,mean_coverage,std_coverage
"TIAR, RNA recognition motif 1",2,10; 138,2,1.0,0.06458333333333333,0.0029462782549439424
"TIAR, RNA recognition motif 2",2,10; 138,2,1.0,0.06458333333333333,0.0029462782549439424
"TIAR, RNA recognition motif 3",2,10; 138,2,1.0,0.06458333333333333,0.0029462782549439424
"TIF1-beta, RING finger, HC subclass",1,201,1,1.0,0.030303030303030304,0.0
"TIP49, P-loop domain",2,157; 201,2,1.0,0.048484848484848485,0.025712973861329
TMEM115/Pdh1/Rbl19,1,76,1,1.0,0.05263157894736842,0.0
TMEM192 family,1,22,1,1.0,0.05263157894736842,0.0
TMEM33/Pom33 family,1,98,1,1.0,0.027777777777777776,0.0
TMEM85/ER membrane protein complex subunit 4,1,146,1,1.0,0.03571428571428571,0.0
TNFR/NGFR cysteine-rich region,2,24; 79,2,1.0,0.11923076923076924,0.11422494157628846
TOG domain,5,16; 157; 160; 176; 187,5,1.0,0.1895151515151515,0.19185212012465983
TOPRIM domain,2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
TP53-binding protein 1-like,1,31,1,1.0,0.1,0.0
"TP53-binding protein 1-like, first BRCT domain",1,31,1,1.0,0.1,0.0
"TP53-binding protein 1-like, second BRCT domain",1,31,1,1.0,0.1,0.0
"TPP-binding enzyme, conserved site",2,62; 79,2,1.0,0.10256410256410256,0.09065471553673685
TRAM domain,1,13,1,1.0,0.029411764705882353,0.0
TRAM/LAG1/CLN8 homology domain,4,18; 58; 180; 226,4,1.0,0.055465587044534415,0.022236787248428133
TRASH domain,2,76; 87,2,1.0,0.08881578947368421,0.0511722012700791
"TRIM25, PRY/SPRY domain",1,114,1,1.0,0.07142857142857142,0.0
"TRIM27, PRY/SPRY domain",2,46; 176,2,1.0,0.1513157894736842,0.13956054891839753
TRIM45/56/19,1,192,1,1.0,0.1111111111111111,0.0
TROVE domain,1,15,1,1.0,0.06666666666666667,0.0
TROVE domain superfamily,1,15,1,1.0,0.06666666666666667,0.0
Tafazzin,4,125; 126; 146; 205,4,1.0,0.1637531328320802,0.22452147907771583
"Talin, N-terminal F0 domain",1,48,1,1.0,0.03225806451612903,0.0
"Talin, R4 domain",1,48,1,1.0,0.03225806451612903,0.0
"Talin, central",1,48,1,1.0,0.03225806451612903,0.0
"Talin, central domain superfamily",1,48,1,1.0,0.03225806451612903,0.0
"Talin-1/2, rod-segment",1,48,1,1.0,0.03225806451612903,0.0
"Tankyrase 1-binding protein, C-terminal",2,88; 224,2,1.0,0.20512820512820512,0.1813094310734737
Tankyrase 1-binding protein-like,2,88; 224,2,1.0,0.20512820512820512,0.1813094310734737
Tapasin,1,57,1,1.0,0.08333333333333333,0.0
Target SNARE coiled-coil homology domain,11,6; 13; 18; 26; 60; 85; 96; 170; 189; 196; 213,11,1.0,0.12250185809287731,0.13343668837230901
TatSF1-like,1,49,1,1.0,0.14285714285714285,0.0
"TatSF1-like, RNA recognition motif 1",1,49,1,1.0,0.14285714285714285,0.0
Taxilin family,1,209,1,1.0,0.07692307692307693,0.0
"Telomere-associated protein Rif1, N-terminal",1,34,1,1.0,0.08333333333333333,0.0
Telomere-length maintenance and DNA damage repair,1,166,1,1.0,0.05555555555555555,0.0
Telomeric single stranded DNA binding POT1/Cdc13,1,93,1,1.0,0.0625,0.0
"Tensin phosphatase, C2 domain",1,69,1,1.0,0.027777777777777776,0.0
"Tensin, phosphotyrosine-binding domain",1,69,1,1.0,0.027777777777777776,0.0
"Tensin-like, SH2 domain",1,69,1,1.0,0.027777777777777776,0.0
Tensin-type phosphatase domain,1,69,1,1.0,0.027777777777777776,0.0
Tensin/EPS8 phosphotyrosine-binding domain,1,69,1,1.0,0.027777777777777776,0.0
"Terpene synthase, conserved site",1,226,1,1.0,0.02564102564102564,0.0
Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,2,220; 226,2,1.0,0.03282051282051282,0.01015332814011453
Testis-specific protein TEX28/transmembrane and coiled-coil domains protein,1,91,1,1.0,0.038461538461538464,0.0
Tetracycline resistance protein TetA/multidrug resistance protein MdtG-like,1,46,1,1.0,0.05263157894736842,0.0
Tetrahydrofolate dehydrogenase/cyclohydrolase,3,95; 121,2,1.5,0.11559139784946236,0.07223133786314195
"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",3,95; 121,2,1.5,0.11559139784946236,0.07223133786314195
"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",3,95; 121,2,1.5,0.11559139784946236,0.07223133786314195
"Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site",2,95,1,2.0,0.06451612903225806,0.0
"Tetraspanin, EC2 domain superfamily",4,45; 93; 111; 166,4,1.0,0.10590277777777778,0.09612057730090075
"Tetraspanin, animals",3,45; 111; 166,3,1.0,0.12037037037037036,0.11226255234242724
"Tetraspanin, conserved site",4,45; 93; 111; 166,4,1.0,0.10590277777777778,0.09612057730090075
Tetraspanin/Peripherin,4,45; 93; 111; 166,4,1.0,0.10590277777777778,0.09612057730090075
Tetratricopeptide repeat,14,2; 7; 47; 69; 73; 97; 107; 144; 149; 155; 226; 228; 234,13,1.0769230769230769,0.054734800149256385,0.03876487853938514
Tetratricopeptide repeat 1,2,47; 149,2,1.0,0.03896103896103896,0.012244273267299523
Tetratricopeptide repeat 2,1,144,1,1.0,0.06666666666666667,0.0
Tetratricopeptide-like helical domain superfamily,46,1; 2; 7; 15; 16; 23; 26; 41; 47; 50; 54; 57; 65; 69; 73; 77; 82; 91; 97; 98; 106; 107; 109; 113; 130; 132; 141; 144; 149; 155; 157; 163; 207; 220; 226; 227; 228; 234,38,1.2105263157894737,0.10722778949205149,0.11498106282631301
The Golgi pH regulator/GPCR-type G protein,1,106,1,1.0,0.2,0.0
Thermonuclease active site,1,54,1,1.0,0.045454545454545456,0.0
Thiamin diphosphate-binding fold,9,23; 40; 47; 62; 68; 79; 122; 216; 226,9,1.0,0.0796092796092796,0.051667832036646016
Thiamine pyrophosphate enzyme,2,62; 79,2,1.0,0.10256410256410256,0.09065471553673685
"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",2,62; 79,2,1.0,0.10256410256410256,0.09065471553673685
"Thiamine pyrophosphate enzyme, TPP-binding",2,62; 79,2,1.0,0.10256410256410256,0.09065471553673685
"Thiamine pyrophosphate enzyme, central domain",2,62; 79,2,1.0,0.10256410256410256,0.09065471553673685
Thioesterase,1,220,1,1.0,0.04,0.0
Thiolase,3,23; 48; 66,3,1.0,0.06789554531490015,0.03400888355878721
"Thiolase, C-terminal",6,23; 34; 44; 48; 66,5,1.2,0.08418970814132104,0.041412273698365115
"Thiolase, N-terminal",6,23; 34; 44; 48; 66,5,1.2,0.08418970814132104,0.041412273698365115
"Thiolase, active site",3,23; 48; 66,3,1.0,0.06789554531490015,0.03400888355878721
"Thiolase, acyl-enzyme intermediate active site",6,23; 34; 44; 48; 66,5,1.2,0.08418970814132104,0.041412273698365115
"Thiolase, conserved site",6,23; 34; 44; 48; 66,5,1.2,0.08418970814132104,0.041412273698365115
Thiolase-like,7,23; 34; 44; 48; 66; 220,6,1.1666666666666667,0.0768247567844342,0.041199953655683866
Thioredoxin domain,20,17; 22; 27; 29; 48; 67; 69; 75; 133; 138; 144; 155; 167; 169; 183; 193; 201; 206; 210,19,1.0526315789473684,0.08664165162851081,0.07541013219698905
"Thioredoxin, conserved site",10,27; 29; 48; 67; 69; 144; 167; 193; 210,9,1.1111111111111112,0.0809197932458527,0.053237248384745126
Thioredoxin-like superfamily,36,17; 22; 27; 29; 48; 67; 69; 73; 75; 85; 98; 105; 114; 117; 122; 124; 133; 138; 144; 155; 167; 169; 178; 180; 183; 192; 193; 197; 201; 206; 210; 229,32,1.125,0.09185923402457771,0.07420835356570854
Thioredoxin-related transmembrane protein 2,1,183,1,1.0,0.06666666666666667,0.0
"Thioredoxin-related transmembrane protein 2, thioredoxin domain",1,183,1,1.0,0.06666666666666667,0.0
"Threonyl/alanyl tRNA synthetase, SAD",1,114,1,1.0,0.07142857142857142,0.0
"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily",2,73; 114,2,1.0,0.05844155844155844,0.018366409900949284
Thrombospondin type-1 (TSP1) repeat,3,56; 148; 201,3,1.0,0.07438672438672439,0.06010941114290259
Thrombospondin type-1 (TSP1) repeat superfamily,3,56; 148; 201,3,1.0,0.07438672438672439,0.06010941114290259
"Thrombospondin-like, N-terminal domain",1,19,1,1.0,0.09090909090909091,0.0
Thy-1 membrane glycoprotein,1,69,1,1.0,0.027777777777777776,0.0
Thymidylate kinase,8,24; 25; 33; 141; 159; 189; 225; 230,8,1.0,0.24114583333333334,0.13112829769485
"Thymidylate kinase, conserved site",8,24; 25; 33; 141; 159; 189; 225; 230,8,1.0,0.24114583333333334,0.13112829769485
Thymidylate kinase-like domain,8,24; 25; 33; 141; 159; 189; 225; 230,8,1.0,0.24114583333333334,0.13112829769485
Thyroglobulin type-1,1,148,1,1.0,0.05,0.0
Thyroglobulin type-1 superfamily,1,148,1,1.0,0.05,0.0
Tight junction protein ZO,1,69,1,1.0,0.027777777777777776,0.0
Tight junction protein ZO-1,1,69,1,1.0,0.027777777777777776,0.0
Tim10-like,5,14; 50; 109; 118; 213,5,1.0,0.09184065934065935,0.03152459060518531
Tim10-like domain superfamily,5,14; 50; 109; 118; 213,5,1.0,0.09184065934065935,0.03152459060518531
Tim21 IMS domain superfamily,1,59,1,1.0,0.16666666666666666,0.0
Tim23-like,1,145,1,1.0,0.05,0.0
Tim44-like,3,82; 98; 132,3,1.0,0.05870980870980871,0.02692842923087748
Tim44-like domain,5,23; 82; 98; 132; 234,5,1.0,0.05159493284493284,0.030377490853908052
Tissue factor,1,197,1,1.0,0.038461538461538464,0.0
"Tissue factor, conserved site",1,197,1,1.0,0.038461538461538464,0.0
"Tissue inhibitor of metalloproteinases-like, OB-fold",1,62,1,1.0,0.16666666666666666,0.0
"Titin, Z repeat",2,77; 195,2,1.0,0.19444444444444442,0.19641855032959654
TmcA/NAT10/Kre33,1,65,1,1.0,0.05263157894736842,0.0
Tom40,1,13,1,1.0,0.029411764705882353,0.0
Topoisomerase I C-terminal domain,1,44,1,1.0,0.0625,0.0
Torsin,1,140,1,1.0,0.16666666666666666,0.0
Torsin-1A-interacting protein 1/2,2,20; 207,2,1.0,0.11688311688311688,0.03673281980189857
"Torsin-1A-interacting protein 1/2, AAA+ activator domain",2,20; 207,2,1.0,0.11688311688311688,0.03673281980189857
"Torsin-1A-interacting protein 1/2, N-terminal",2,20; 207,2,1.0,0.11688311688311688,0.03673281980189857
"Tr-type G domain, conserved site",4,74; 75; 105; 124,4,1.0,0.16541132478632478,0.2242570039437931
"Tra1, HEAT repeat central region",1,97,1,1.0,0.034482758620689655,0.0
"Tra1, HEAT repeat ring region",1,97,1,1.0,0.034482758620689655,0.0
"Trans-isoprenyl diphosphate synthases, eukaryotic-type",1,144,1,1.0,0.06666666666666667,0.0
"Trans-isoprenyl diphosphate synthases, head-to-head",1,144,1,1.0,0.06666666666666667,0.0
"Transcription Factor IIF, Rap30/Rap74, interaction",1,95,1,1.0,0.03225806451612903,0.0
"Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type",1,3,1,1.0,0.04,0.0
Transcription elongation regulator 1-like,1,148,1,1.0,0.05,0.0
"Transcription factor CP2, SAM domain",1,71,1,1.0,0.05263157894736842,0.0
Transcription factor CP2-like,2,71; 117,2,1.0,0.07177033492822966,0.027066288275083162
Transcription factor II-I,1,27,1,1.0,0.07142857142857142,0.0
"Transcription factor IIS, N-terminal",3,3; 149; 234,3,1.0,0.026906565656565656,0.015081292446232552
Transcription factor NFX1 family,1,48,1,1.0,0.03225806451612903,0.0
"Transcription initiation factor IIF, alpha subunit",1,95,1,1.0,0.03225806451612903,0.0
"Transcription intermediary factor 1-beta, B-box-type 1 zinc finger",1,201,1,1.0,0.030303030303030304,0.0
"Transcription intermediary factor 1-beta, B-box-type 2 zinc finger",1,201,1,1.0,0.030303030303030304,0.0
"Transcription intermediary factor 1-beta, PHD domain",1,201,1,1.0,0.030303030303030304,0.0
"Transcription termination and cleavage factor, C-terminal domain",1,200,1,1.0,0.1111111111111111,0.0
"Transcription termination and cleavage factor, C-terminal domain superfamily",1,200,1,1.0,0.1111111111111111,0.0
"Transcriptional coactivator p15 (PC4), C-terminal",1,94,1,1.0,0.2,0.0
Transcriptional regulatory protein Sin3-like,2,143; 234,2,1.0,0.06770833333333333,0.08102265201095858
Transcriptional repressor p66,1,156,1,1.0,0.07142857142857142,0.0
"Transcriptional repressor p66, coiled-coil MBD2-interaction domain",1,156,1,1.0,0.07142857142857142,0.0
Transducin beta-like protein 2,2,17; 75,2,1.0,0.09444444444444444,0.10213764617139019
"Transferrin receptor protein 1/2, PA domain",1,166,1,1.0,0.05555555555555555,0.0
Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like,1,166,1,1.0,0.05555555555555555,0.0
"Transferrin receptor-like, dimerisation domain",1,166,1,1.0,0.05555555555555555,0.0
"Transferrin receptor-like, dimerisation domain superfamily",1,166,1,1.0,0.05555555555555555,0.0
"Transglutaminase, C-terminal",1,155,1,1.0,0.04,0.0
"Transglutaminase, C-terminal domain superfamily",1,155,1,1.0,0.04,0.0
"Transglutaminase, N-terminal",1,155,1,1.0,0.04,0.0
"Transglutaminase, active site",1,155,1,1.0,0.04,0.0
Transglutaminase-like,1,155,1,1.0,0.04,0.0
Transglutaminase-like superfamily,1,155,1,1.0,0.04,0.0
Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II,2,23; 226,2,1.0,0.04853479853479853,0.032376684120263156
"Transketolase, C-terminal domain",2,23; 226,2,1.0,0.04853479853479853,0.032376684120263156
"Transketolase-like, pyrimidine-binding domain",3,23; 40; 226,3,1.0,0.08791208791208792,0.07194329429085111
Translation Initiation factor eIF- 4e,1,220,1,1.0,0.04,0.0
Translation Initiation factor eIF- 4e-like,1,220,1,1.0,0.04,0.0
"Translation elongation factor EF1A, eukaryotic/archaeal",1,75,1,1.0,0.022222222222222223,0.0
"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal",4,75; 114; 124; 160,4,1.0,0.06537074037074037,0.029911846948304295
"Translation elongation factor EF1B, beta/delta chains, conserved site",2,10; 189,2,1.0,0.06458333333333333,0.0029462782549439424
"Translation elongation factor EF1B, beta/delta subunit",2,10; 189,2,1.0,0.06458333333333333,0.0029462782549439424
"Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain",2,10; 189,2,1.0,0.06458333333333333,0.0029462782549439424
Translation elongation factor EF1B/small ribosomal subunit protein bS6,3,10; 18; 189,3,1.0,0.060599415204678354,0.007207987843029077
"Translation elongation factor EFG/EF2, domain IV",3,73; 74; 97,3,1.0,0.19331243469174506,0.2656558715003505
"Translation elongation factor EFTu-like, domain 2",8,73; 74; 75; 97; 105; 114; 124; 160,8,1.0,0.11299003319477458,0.1580257375437727
"Translation elongation factor EFTu/EF1A, C-terminal",3,75; 124; 160,3,1.0,0.06335146335146336,0.03629893942947493
"Translation elongation factor EFTu/EF1A, bacterial/organelle",1,124,1,1.0,0.07692307692307693,0.0
Translation elongation factor eEF-1beta-like superfamily,2,10; 189,2,1.0,0.06458333333333333,0.0029462782549439424
"Translation initiation factor 2, alpha subunit",1,156,1,1.0,0.07142857142857142,0.0
"Translation initiation factor 2, alpha subunit, C-terminal",1,156,1,1.0,0.07142857142857142,0.0
"Translation initiation factor 2, alpha subunit, middle domain superfamily",1,156,1,1.0,0.07142857142857142,0.0
Translation initiation factor 3 complex subunit L,1,15,1,1.0,0.06666666666666667,0.0
Translation initiation factor IF- 2,1,234,1,1.0,0.010416666666666666,0.0
"Translation initiation factor IF- 2, domain 3",1,234,1,1.0,0.010416666666666666,0.0
"Translation initiation factor IF-2, domain 3 superfamily",1,234,1,1.0,0.010416666666666666,0.0
Translation initiation factor IF2/IF5,1,73,1,1.0,0.045454545454545456,0.0
Translation initiation factor IF2/IF5 domain,1,73,1,1.0,0.045454545454545456,0.0
"Translation initiation factor IF2/IF5, N-terminal",1,73,1,1.0,0.045454545454545456,0.0
"Translation initiation factor IF2/IF5, zinc-binding",1,73,1,1.0,0.045454545454545456,0.0
Translation initiation factor IF6,1,71,1,1.0,0.05263157894736842,0.0
"Translation initiation factor, beta propellor-like domain",1,71,1,1.0,0.05263157894736842,0.0
Translation protein SH3-like domain superfamily,13,27; 48; 69; 107; 108; 149; 150; 193; 234,9,1.4444444444444444,0.0986045382998788,0.15130016770114565
"Translation protein, beta-barrel domain superfamily",14,3; 27; 73; 74; 75; 97; 105; 114; 124; 149; 160; 234,12,1.1666666666666667,0.09683165533381051,0.1317796400952494
Translational (tr)-type GTP-binding domain,9,73; 74; 75; 97; 105; 114; 124; 160; 234,9,1.0,0.10159299246942925,0.15172227867432087
Translocation associated membrane protein,2,58; 226,2,1.0,0.05128205128205128,0.03626188621469475
"Translocon Sec61/SecY, plug domain",1,75,1,1.0,0.022222222222222223,0.0
Translocon-associated,1,16,1,1.0,0.04,0.0
"Translocon-associated protein (TRAP), alpha subunit",1,10,1,1.0,0.06666666666666667,0.0
Transmembrane and ubiquitin-like domain-containing protein 1/2,3,151; 152; 226,3,1.0,0.19482151835093012,0.2648125731254986
Transmembrane emp24 domain-containing protein,7,43; 108; 109; 122; 134; 156; 200,7,1.0,0.08695788338645481,0.023135531509729582
Transmembrane protein 106,1,95,1,1.0,0.03225806451612903,0.0
"Transmembrane protein 106, C-terminal domain",1,95,1,1.0,0.03225806451612903,0.0
"Transmembrane protein 106, N-terminal",1,95,1,1.0,0.03225806451612903,0.0
Transmembrane protein 109,1,66,1,1.0,0.1,0.0
Transmembrane protein 11,1,104,1,1.0,0.07692307692307693,0.0
Transmembrane protein 126,3,66; 149; 166,3,1.0,0.061952861952861954,0.035286131030347334
Transmembrane protein 131-like,2,176; 183,2,1.0,0.15833333333333333,0.12963624321753373
"Transmembrane protein 131-like, N-terminal",2,176; 183,2,1.0,0.15833333333333333,0.12963624321753373
"Transmembrane protein 131-like, conserved domain",2,176; 183,2,1.0,0.15833333333333333,0.12963624321753373
Transmembrane protein 177,1,119,1,1.0,0.07692307692307693,0.0
Transmembrane protein 181,1,20,1,1.0,0.14285714285714285,0.0
Transmembrane protein 205,2,13; 31,2,1.0,0.06470588235294118,0.04991341984846218
Transmembrane protein 214,1,67,1,1.0,0.0625,0.0
Transmembrane protein 230,1,71,1,1.0,0.05263157894736842,0.0
Transmembrane protein 230/134,1,71,1,1.0,0.05263157894736842,0.0
Transmembrane protein 35A/B,1,98,1,1.0,0.027777777777777776,0.0
Transmembrane protein 43 family,1,97,1,1.0,0.034482758620689655,0.0
Transmembrane protein GPR107/GPR108-like,2,53; 209,2,1.0,0.20512820512820512,0.1813094310734737
Treacle protein,1,31,1,1.0,0.1,0.0
Treacle protein domain,1,31,1,1.0,0.1,0.0
Tricarboxylate transport protein-like,1,146,1,1.0,0.03571428571428571,0.0
Tricarboxylate/iron carrier,5,2; 69; 79; 95; 125,5,1.0,0.06636614281775573,0.05807618975345064
Tropomodulin,1,16,1,1.0,0.04,0.0
Tropomyosin,2,12; 215,2,1.0,0.13846153846153847,0.0870285269152674
Tryptophan-tRNA ligase,1,17,1,1.0,0.16666666666666666,0.0
"Tryptophan-tRNA ligase, bacterial-type",1,17,1,1.0,0.16666666666666666,0.0
Tubulin,15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin, C-terminal",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin, conserved site",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin/FtsZ, 2-layer sandwich domain",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin/FtsZ, C-terminal",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin/FtsZ, GTPase domain",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin/FtsZ, GTPase domain superfamily",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
"Tubulin/FtsZ-like, C-terminal domain",15,1; 14; 16; 64; 66; 75; 138; 157; 163; 167; 234,11,1.3636363636363635,0.1114478821831763,0.061951781237387975
Tudor domain,3,54; 136; 234,3,1.0,0.030117990247300594,0.017922099199131913
"Tudor domain-containing protein 11, Tudor domain",1,54,1,1.0,0.045454545454545456,0.0
Tumor suppressor ARF,1,69,1,1.0,0.027777777777777776,0.0
Tumour necrosis factor-like domain superfamily,1,109,1,1.0,0.07692307692307693,0.0
Tumour suppressor p53-binding protein-1 Tudor domain,1,31,1,1.0,0.1,0.0
