group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
160,11,"Zinc finger, LIM-type",12,1,0.09090909090909091,0.08333333333333333
160,11,Armadillo-like helical,63,2,0.18181818181818182,0.031746031746031744
160,11,Armadillo-type fold,84,2,0.18181818181818182,0.023809523809523808
161,6,14-3-3 domain,7,1,0.16666666666666666,0.14285714285714285
161,6,14-3-3 domain superfamily,7,1,0.16666666666666666,0.14285714285714285
161,6,14-3-3 protein,7,1,0.16666666666666666,0.14285714285714285
161,6,"14-3-3 protein, conserved site",7,1,0.16666666666666666,0.14285714285714285
161,6,14-3-3 theta,1,1,0.16666666666666666,1.0
161,6,Brix domain,2,1,0.16666666666666666,0.5
161,6,"CARG-binding factor, N-terminal",3,1,0.16666666666666666,0.3333333333333333
161,6,"CBF1-interacting co-repressor CIR, N-terminal domain",1,1,0.16666666666666666,1.0
161,6,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",3,1,0.16666666666666666,0.3333333333333333
161,6,"Electron transfer flavoprotein, beta subunit",1,1,0.16666666666666666,1.0
161,6,"Electron transfer flavoprotein, beta subunit, N-terminal",1,1,0.16666666666666666,1.0
161,6,"Electron transfer flavoprotein, beta-subunit, conserved site",1,1,0.16666666666666666,1.0
161,6,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.16666666666666666,0.007936507936507936
161,6,Phosphate transporter,2,1,0.16666666666666666,0.5
161,6,Pre-mRNA splicing factor,1,1,0.16666666666666666,1.0
161,6,Protein Peter Pan-like,1,1,0.16666666666666666,1.0
161,6,RNA recognition motif domain,117,1,0.16666666666666666,0.008547008547008548
161,6,RNA-binding domain superfamily,127,1,0.16666666666666666,0.007874015748031496
161,6,Rossmann-like alpha/beta/alpha sandwich fold,16,1,0.16666666666666666,0.0625
162,2,Collagen triple helix repeat,8,1,0.5,0.125
162,2,Fibronectin type III,17,1,0.5,0.058823529411764705
162,2,Fibronectin type III superfamily,17,1,0.5,0.058823529411764705
162,2,Immunoglobulin-like fold,55,1,0.5,0.01818181818181818
162,2,"Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain",2,1,0.5,0.5
162,2,Nucleotide-diphospho-sugar transferases,22,1,0.5,0.045454545454545456
162,2,Oxoglutarate/iron-dependent dioxygenase,6,1,0.5,0.16666666666666666
162,2,Pancreatic trypsin inhibitor Kunitz domain,7,1,0.5,0.14285714285714285
162,2,Pancreatic trypsin inhibitor Kunitz domain superfamily,7,1,0.5,0.14285714285714285
162,2,"Procollagen-lysine 5-dioxygenase, conserved site",2,1,0.5,0.5
162,2,"Prolyl 4-hydroxylase, alpha subunit",6,1,0.5,0.16666666666666666
162,2,"Proteinase inhibitor I2, Kunitz, conserved site",7,1,0.5,0.14285714285714285
162,2,von Willebrand factor A-like domain superfamily,29,1,0.5,0.034482758620689655
162,2,"von Willebrand factor, type A",18,1,0.5,0.05555555555555555
163,5,Beta tubulin,10,1,0.2,0.1
163,5,"Beta tubulin, autoregulation binding site",10,1,0.2,0.1
163,5,CDGSH iron-sulfur domain-containing protein 1/2,2,1,0.2,0.5
163,5,"DNA-directed RNA polymerase, C-terminal domain, phage-type",1,1,0.2,1.0
163,5,"DNA-directed RNA polymerase, N-terminal",1,1,0.2,1.0
163,5,"DNA-directed RNA polymerase, N-terminal domain superfamily",1,1,0.2,1.0
163,5,"DNA-directed RNA polymerase, phage-type",1,1,0.2,1.0
163,5,DNA/RNA polymerase superfamily,1,1,0.2,1.0
163,5,HAT (Half-A-TPR) repeat,4,1,0.2,0.25
163,5,"Iron sulphur domain-containing, mitoNEET, N-terminal",2,1,0.2,0.5
163,5,"Iron-binding zinc finger, CDGSH type",2,1,0.2,0.5
163,5,Large ribosomal subunit protein mL40,1,1,0.2,1.0
163,5,"Large ribosomal subunit protein mL40, metazoa/plants",1,1,0.2,1.0
163,5,"MitoNEET, CDGSH iron-sulfur domain",2,1,0.2,0.5
163,5,Suppressor of forked,2,1,0.2,0.5
163,5,Tubulin,15,1,0.2,0.06666666666666667
163,5,"Tubulin, C-terminal",15,1,0.2,0.06666666666666667
163,5,"Tubulin, conserved site",15,1,0.2,0.06666666666666667
163,5,"Tubulin/FtsZ, 2-layer sandwich domain",15,1,0.2,0.06666666666666667
163,5,"Tubulin/FtsZ, C-terminal",15,1,0.2,0.06666666666666667
163,5,"Tubulin/FtsZ, GTPase domain",15,1,0.2,0.06666666666666667
163,5,"Tubulin/FtsZ, GTPase domain superfamily",15,1,0.2,0.06666666666666667
163,5,"Tubulin/FtsZ-like, C-terminal domain",15,1,0.2,0.06666666666666667
163,5,mRNA 3'-end-processing protein Rna14-like,1,1,0.2,1.0
163,5,Tetratricopeptide-like helical domain superfamily,46,2,0.4,0.043478260869565216
164,18,"ABC transporter type 1, transmembrane domain",14,1,0.05555555555555555,0.07142857142857142
164,18,"ABC transporter type 1, transmembrane domain superfamily",14,1,0.05555555555555555,0.07142857142857142
164,18,"AMP-binding, conserved site",6,1,0.05555555555555555,0.16666666666666666
164,18,AMP-dependent synthetase/ligase domain,6,1,0.05555555555555555,0.16666666666666666
164,18,"ANL, N-terminal domain",6,1,0.05555555555555555,0.16666666666666666
164,18,"Alpha-glycerophosphate oxidase, C-terminal",1,1,0.05555555555555555,1.0
164,18,"Alpha-glycerophosphate oxidase, C-terminal domain superfamily",1,1,0.05555555555555555,1.0
164,18,Ankyrin repeat,16,1,0.05555555555555555,0.0625
164,18,Ankyrin repeat-containing domain superfamily,17,1,0.05555555555555555,0.058823529411764705
164,18,Armadillo,16,1,0.05555555555555555,0.0625
164,18,Armadillo repeat-containing domain,4,1,0.05555555555555555,0.25
164,18,Armadillo-like helical,63,1,0.05555555555555555,0.015873015873015872
164,18,Armadillo-type fold,84,1,0.05555555555555555,0.011904761904761904
164,18,B30.2/SPRY domain,12,1,0.05555555555555555,0.08333333333333333
164,18,B30.2/SPRY domain superfamily,12,1,0.05555555555555555,0.08333333333333333
164,18,BRICHOS domain,2,1,0.05555555555555555,0.5
164,18,"Class VI myosin, motor domain",2,1,0.05555555555555555,0.5
164,18,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.05555555555555555,0.03571428571428571
164,18,"EF-Hand 1, calcium-binding site",52,1,0.05555555555555555,0.019230769230769232
164,18,EF-hand domain,61,1,0.05555555555555555,0.01639344262295082
164,18,EF-hand domain pair,68,1,0.05555555555555555,0.014705882352941176
164,18,FAD dependent oxidoreductase,3,1,0.05555555555555555,0.3333333333333333
164,18,FAD-dependent glycerol-3-phosphate dehydrogenase,1,1,0.05555555555555555,1.0
164,18,FAD/NAD(P)-binding domain superfamily,13,1,0.05555555555555555,0.07692307692307693
164,18,G-patch domain,6,1,0.05555555555555555,0.16666666666666666
164,18,HIV integrase-binding domain superfamily,4,1,0.05555555555555555,0.25
164,18,HSR domain,1,1,0.05555555555555555,1.0
164,18,"Heterogeneous nuclear ribonucleoprotein U, SPRY domain",4,1,0.05555555555555555,0.25
164,18,High mobility group box domain,10,1,0.05555555555555555,0.1
164,18,High mobility group box domain superfamily,10,1,0.05555555555555555,0.1
164,18,Integral membrane protein 2,2,1,0.05555555555555555,0.5
164,18,Kinesin motor domain superfamily,19,1,0.05555555555555555,0.05263157894736842
164,18,"Lens epithelium-derived growth factor, integrase-binding domain",4,1,0.05555555555555555,0.25
164,18,MFS transporter superfamily,11,1,0.05555555555555555,0.09090909090909091
164,18,Major facilitator superfamily,8,1,0.05555555555555555,0.125
164,18,Major facilitator superfamily domain,9,1,0.05555555555555555,0.1111111111111111
164,18,"Major facilitator, sugar transporter-like",2,1,0.05555555555555555,0.5
164,18,"Myosin S1 fragment, N-terminal",10,1,0.05555555555555555,0.1
164,18,"Myosin VI, cargo binding domain",2,1,0.05555555555555555,0.5
164,18,"Myosin VI, lever arm",2,1,0.05555555555555555,0.5
164,18,"Myosin head, motor domain",17,1,0.05555555555555555,0.058823529411764705
164,18,"Myosin, N-terminal, SH3-like",12,1,0.05555555555555555,0.08333333333333333
164,18,Nuclear body protein Sp110/Sp140/Sp140L-like,1,1,0.05555555555555555,1.0
164,18,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.05555555555555555,0.007936507936507936
164,18,ORMDL family,2,1,0.05555555555555555,0.5
164,18,PWWP domain,9,1,0.05555555555555555,0.1111111111111111
164,18,"Palmitoyltransferase, DHHC domain",2,1,0.05555555555555555,0.5
164,18,RNA recognition motif domain,117,1,0.05555555555555555,0.008547008547008548
164,18,RNA-binding domain superfamily,127,1,0.05555555555555555,0.007874015748031496
164,18,SAND domain,1,1,0.05555555555555555,1.0
164,18,SAND-like domain superfamily,1,1,0.05555555555555555,1.0
164,18,SAP domain,15,1,0.05555555555555555,0.06666666666666667
164,18,SAP domain superfamily,13,1,0.05555555555555555,0.07692307692307693
164,18,SPRY domain,12,1,0.05555555555555555,0.08333333333333333
164,18,SURP and G-patch domain-containing protein 1/2,1,1,0.05555555555555555,1.0
164,18,SWAP/Surp,4,1,0.05555555555555555,0.25
164,18,SWAP/Surp superfamily,4,1,0.05555555555555555,0.25
164,18,"Small EDRK-rich factor-like, N-terminal",1,1,0.05555555555555555,1.0
164,18,"Sugar transporter, conserved site",2,1,0.05555555555555555,0.5
164,18,Synaptic vesicle protein SV2,1,1,0.05555555555555555,1.0
164,18,TFIIS/LEDGF domain superfamily,7,1,0.05555555555555555,0.14285714285714285
164,18,THRAP3/BCLAF1 family,2,1,0.05555555555555555,0.5
164,18,Type 1 protein exporter,7,1,0.05555555555555555,0.14285714285714285
164,18,VWA N-terminal,1,1,0.05555555555555555,1.0
164,18,"Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region",1,1,0.05555555555555555,1.0
164,18,ZNF706/At2g23090 superfamily,1,1,0.05555555555555555,1.0
164,18,Zinc finger C2H2-type,13,1,0.05555555555555555,0.07692307692307693
164,18,Zinc finger protein MBS1/2-like,1,1,0.05555555555555555,1.0
164,18,von Willebrand factor A-like domain superfamily,29,1,0.05555555555555555,0.034482758620689655
164,18,"von Willebrand factor, type A",18,1,0.05555555555555555,0.05555555555555555
164,18,AAA+ ATPase domain,54,2,0.1111111111111111,0.037037037037037035
164,18,"ABC transporter-like, ATP-binding domain",17,2,0.1111111111111111,0.11764705882352941
164,18,"ABC transporter-like, conserved site",17,2,0.1111111111111111,0.11764705882352941
164,18,P-loop containing nucleoside triphosphate hydrolase,269,4,0.2222222222222222,0.01486988847583643
165,5,ARFGAP/RecO-like zinc finger,1,1,0.2,1.0
165,5,Arf GTPase activating protein,1,1,0.2,1.0
165,5,ArfGAP domain superfamily,1,1,0.2,1.0
165,5,CH domain superfamily,30,1,0.2,0.03333333333333333
165,5,Calponin homology domain,30,1,0.2,0.03333333333333333
165,5,Eukaryotic translation initiation factor 3 subunit D,1,1,0.2,1.0
165,5,Golgin subfamily B member 1,1,1,0.2,1.0
165,5,"Leucine zipper, homeobox-associated",1,1,0.2,1.0
165,5,Sugar phosphate transporter domain,1,1,0.2,1.0
166,18,"ATM, catalytic domain",1,1,0.05555555555555555,1.0
166,18,"Acyl-CoA dehydrogenase family member 10/11, N-terminal",1,1,0.05555555555555555,1.0
166,18,"Acyl-CoA dehydrogenase-like, C-terminal",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA dehydrogenase/oxidase, C-terminal",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA dehydrogenase/oxidase, N-terminal",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA oxidase/dehydrogenase, middle domain",6,1,0.05555555555555555,0.16666666666666666
166,18,"Acyl-CoA oxidase/dehydrogenase, middle domain superfamily",6,1,0.05555555555555555,0.16666666666666666
166,18,Aldehyde dehydrogenase domain,5,1,0.05555555555555555,0.2
166,18,Aldehyde dehydrogenase family 7 member A1-like,1,1,0.05555555555555555,1.0
166,18,"Aldehyde dehydrogenase, C-terminal",5,1,0.05555555555555555,0.2
166,18,"Aldehyde dehydrogenase, N-terminal",5,1,0.05555555555555555,0.2
166,18,"Aldehyde dehydrogenase, glutamic acid active site",4,1,0.05555555555555555,0.25
166,18,Aldehyde/histidinol dehydrogenase,5,1,0.05555555555555555,0.2
166,18,Aminoglycoside phosphotransferase,1,1,0.05555555555555555,1.0
166,18,Annexin A4,1,1,0.05555555555555555,1.0
166,18,Armadillo-type fold,84,1,0.05555555555555555,0.011904761904761904
166,18,B-box-type zinc finger,8,1,0.05555555555555555,0.125
166,18,Band 7 domain,9,1,0.05555555555555555,0.1111111111111111
166,18,Band 7/SPFH domain superfamily,10,1,0.05555555555555555,0.1
166,18,Coagulation factor 5/8 C-terminal domain,6,1,0.05555555555555555,0.16666666666666666
166,18,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.05555555555555555,0.03571428571428571
166,18,EGF-like domain,20,1,0.05555555555555555,0.05
166,18,Erlin1/2,2,1,0.05555555555555555,0.5
166,18,FATC domain,5,1,0.05555555555555555,0.2
166,18,FKBP-type peptidyl-prolyl cis-trans isomerase domain,5,1,0.05555555555555555,0.2
166,18,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain",2,1,0.05555555555555555,0.5
166,18,"Fibrinogen-like, C-terminal",2,1,0.05555555555555555,0.5
166,18,Galactose-binding-like domain superfamily,8,1,0.05555555555555555,0.125
166,18,"Golgi SNAP receptor complex, subunit 1",1,1,0.05555555555555555,1.0
166,18,"HAD hydrolase, subfamily IA",1,1,0.05555555555555555,1.0
166,18,HAD superfamily,16,1,0.05555555555555555,0.0625
166,18,HAD-like superfamily,16,1,0.05555555555555555,0.0625
166,18,Laminin G domain,7,1,0.05555555555555555,0.14285714285714285
166,18,"NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit",1,1,0.05555555555555555,1.0
166,18,"NXP-1, middle HEAT-repeat binding domain",1,1,0.05555555555555555,1.0
166,18,Neurexin/syndecan/glycophorin C,5,1,0.05555555555555555,0.2
166,18,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.05555555555555555,0.007936507936507936
166,18,"Oligosaccharyl transferase STT3, N-terminal domain",3,1,0.05555555555555555,0.3333333333333333
166,18,"Oligosaccharyl transferase, STT3 subunit",3,1,0.05555555555555555,0.3333333333333333
166,18,PA domain,1,1,0.05555555555555555,1.0
166,18,PA domain superfamily,1,1,0.05555555555555555,1.0
166,18,PIK-related kinase,5,1,0.05555555555555555,0.2
166,18,"PIK-related kinase, FAT",5,1,0.05555555555555555,0.2
166,18,Peptidase M28,3,1,0.05555555555555555,0.3333333333333333
166,18,Peptidyl-prolyl cis-trans isomerase domain superfamily,5,1,0.05555555555555555,0.2
166,18,"Phosphatidylinositol 3-/4-kinase, catalytic domain",6,1,0.05555555555555555,0.16666666666666666
166,18,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",4,1,0.05555555555555555,0.25
166,18,"Phosphatidylinositol 3/4-kinase, conserved site",4,1,0.05555555555555555,0.25
166,18,"Phosphoglycolate phosphatase-like, domain 2",1,1,0.05555555555555555,1.0
166,18,"Predicted HAD-superfamily phosphatase, subfamily IA/Epoxide hydrolase, N-terminal",1,1,0.05555555555555555,1.0
166,18,Protein FAM210A/B-like,1,1,0.05555555555555555,1.0
166,18,Protein FAM210A/B-like domain,1,1,0.05555555555555555,1.0
166,18,RNA recognition motif domain,117,1,0.05555555555555555,0.008547008547008548
166,18,RNA-binding domain superfamily,127,1,0.05555555555555555,0.007874015748031496
166,18,Rad21/Rec8-like protein,1,1,0.05555555555555555,1.0
166,18,"Rad21/Rec8-like protein, C-terminal, eukaryotic",1,1,0.05555555555555555,1.0
166,18,"Rad21/Rec8-like protein, N-terminal",1,1,0.05555555555555555,1.0
166,18,"STT3/PglB/AglB, core domain",3,1,0.05555555555555555,0.3333333333333333
166,18,"ScpA-like, C-terminal",1,1,0.05555555555555555,1.0
166,18,"Serine/threonine-protein kinase ATM, plant",1,1,0.05555555555555555,1.0
166,18,Telomere-length maintenance and DNA damage repair,1,1,0.05555555555555555,1.0
166,18,"Tetraspanin, EC2 domain superfamily",4,1,0.05555555555555555,0.25
166,18,"Tetraspanin, animals",3,1,0.05555555555555555,0.3333333333333333
166,18,"Tetraspanin, conserved site",4,1,0.05555555555555555,0.25
166,18,Tetraspanin/Peripherin,4,1,0.05555555555555555,0.25
166,18,"Transferrin receptor protein 1/2, PA domain",1,1,0.05555555555555555,1.0
166,18,Transferrin receptor protein 1/Glutamate carboxypeptidase 2-like,1,1,0.05555555555555555,1.0
166,18,"Transferrin receptor-like, dimerisation domain",1,1,0.05555555555555555,1.0
166,18,"Transferrin receptor-like, dimerisation domain superfamily",1,1,0.05555555555555555,1.0
166,18,Transmembrane protein 126,3,1,0.05555555555555555,0.3333333333333333
166,18,Winged helix DNA-binding domain superfamily,37,1,0.05555555555555555,0.02702702702702703
166,18,"Zinc finger, RING-type",16,1,0.05555555555555555,0.0625
166,18,"Zinc finger, RING-type, conserved site",6,1,0.05555555555555555,0.16666666666666666
166,18,"Zinc finger, RING-type, eukaryotic",2,1,0.05555555555555555,0.5
166,18,"Zinc finger, RING/FYVE/PHD-type",28,1,0.05555555555555555,0.03571428571428571
166,18,"hnRNPH3, RNA recognition motif 2",1,1,0.05555555555555555,1.0
166,18,"hnRNPH3, RNA recognition motif 3",1,1,0.05555555555555555,1.0
166,18,Annexin,8,2,0.1111111111111111,0.25
166,18,Annexin repeat,8,2,0.1111111111111111,0.25
166,18,"Annexin repeat, conserved site",8,2,0.1111111111111111,0.25
166,18,Annexin superfamily,8,2,0.1111111111111111,0.25
166,18,Protein kinase-like domain superfamily,40,2,0.1111111111111111,0.05
167,5,Band 4.1 domain,7,1,0.2,0.14285714285714285
167,5,"Calcineurin-like phosphoesterase domain, ApaH type",6,1,0.2,0.16666666666666666
167,5,FERM F1 lobe ubiquitin-like domain,1,1,0.2,1.0
167,5,FERM central domain,7,1,0.2,0.14285714285714285
167,5,FERM domain,7,1,0.2,0.14285714285714285
167,5,"FERM superfamily, second domain",7,1,0.2,0.14285714285714285
167,5,Fibronectin type III,17,1,0.2,0.058823529411764705
167,5,Fibronectin type III superfamily,17,1,0.2,0.058823529411764705
167,5,Gamma tubulin,1,1,0.2,1.0
167,5,Immunoglobulin-like fold,55,1,0.2,0.01818181818181818
167,5,"JAK, FERM F2 lobe domain",1,1,0.2,1.0
167,5,"JAK1-3/TYK2, pleckstrin homology-like domain",1,1,0.2,1.0
167,5,Metallo-dependent phosphatase-like,6,1,0.2,0.16666666666666666
167,5,Protein kinase domain,32,1,0.2,0.03125
167,5,"Protein kinase, ATP binding site",27,1,0.2,0.037037037037037035
167,5,Protein kinase-like domain superfamily,40,1,0.2,0.025
167,5,SH2 domain,3,1,0.2,0.3333333333333333
167,5,SH2 domain superfamily,3,1,0.2,0.3333333333333333
167,5,"Serine-threonine protein phosphatase, N-terminal",3,1,0.2,0.3333333333333333
167,5,"Serine-threonine/tyrosine-protein kinase, catalytic domain",9,1,0.2,0.1111111111111111
167,5,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,4,1,0.2,0.25
167,5,Thioredoxin domain,20,1,0.2,0.05
167,5,"Thioredoxin, conserved site",10,1,0.2,0.1
167,5,Thioredoxin-like superfamily,36,1,0.2,0.027777777777777776
167,5,Tubulin,15,1,0.2,0.06666666666666667
167,5,"Tubulin, C-terminal",15,1,0.2,0.06666666666666667
167,5,"Tubulin, conserved site",15,1,0.2,0.06666666666666667
167,5,"Tubulin/FtsZ, 2-layer sandwich domain",15,1,0.2,0.06666666666666667
167,5,"Tubulin/FtsZ, C-terminal",15,1,0.2,0.06666666666666667
167,5,"Tubulin/FtsZ, GTPase domain",15,1,0.2,0.06666666666666667
167,5,"Tubulin/FtsZ, GTPase domain superfamily",15,1,0.2,0.06666666666666667
167,5,"Tubulin/FtsZ-like, C-terminal domain",15,1,0.2,0.06666666666666667
